ID2,ID1,Flag,SITENAME,LONDD,LATDD,tjan,tfeb,tmar,tapr,tmay,tjun,tjul,taug,tsep,toct,tnov,tdec,pjan,pfeb,pmar,papr,pmay,pjun,pjul,paug,psep,poct,pnov,pdec,sjan,sfeb,smar,sapr,smay,sjun,sjul,saug,ssep,soct,snov,sdec,tave,tmax,tmin,gdd0,gdd5,chill,mtco,mtwa,mipt,aaetpt,apetpt,miptev,aaetptev,apetptev,miptdc,aaetptdc,apetptdc,totsnopt,annp,pjanpann,pjulpann,tmam,tjja,tson,tdjf,pmam,pjja,pson,pdjf,smam,sjja,sson,sdjf
1951,2069,,Menominee Site 43 [Webb unpublished],-88.51,45.09,-11.3,-9.4,-2.7,5.4,12.1,17.1,20.1,18.4,13.5,7.7,0.1,-7.8,29,25,48,65,83,91,89,94,95,62,53,39,48,52.4,52.6,55.2,61.1,63.6,66.8,63.2,53.3,45.4,35.2,38.1,5.266666666666667,39.8,-36.8,2860.8,1784.4,169,-11.3,20.1,0.7915,587.8611,742.6754,0.7911,557.3713,704.5168,0.7771,490.3152,630.9772,181.2084,773,0.0375,0.1151,4.933333333333334,18.533333333333335,7.1,-6.333333333333333,65.33333333333333,91.33333333333333,70,40.333333333333336,56.3,64.53333333333335,44.633333333333326,40.43333333333334
1952,2070,,Menominee Site 44 [Webb unpublished],-88.63,44.92,-11.7,-9.7,-2.7,5.6,12.3,17.3,20.2,18.4,13.5,7.6,-0.1,-8.2,26,24,48,66,85,93,92,97,97,62,52,37,49.3,53.7,53.3,55.2,61.3,63.7,66.7,63.4,53.8,46.5,36.4,39.4,5.208333333333333,40,-37.3,2875.8,1800.4,168,-11.7,20.2,0.7914,590.6392,746.3153,0.7933,561.0102,707.1559,0.7788,495.8824,636.6883,175.3184,779,0.0334,0.1181,5.066666666666666,18.633333333333333,7,-6.666666666666667,66.33333333333333,94,70.33333333333333,38.333333333333336,56.6,64.6,45.56666666666666,41.7
1953,2071,,Menominee Site 11 [Webb unpublished],-88.57,44.98,-11.5,-9.5,-2.7,5.6,12.3,17.3,20.2,18.4,13.5,7.6,0,-8,27,25,48,66,84,92,91,95,96,62,52,37,48.8,53.2,53,55.2,61.2,63.7,66.7,63.4,53.6,46,35.9,39,5.266666666666666,39.9,-37.1,2877.2,1800.6,168,-11.5,20.2,0.7808,582.4395,745.9063,0.7809,551.759,706.5988,0.7675,488.1065,636.0013,176.7852,775,0.0348,0.1174,5.066666666666666,18.633333333333333,7.033333333333334,-6.5,66,92.66666666666667,70,38.666666666666664,56.46666666666667,64.6,45.166666666666664,41.233333333333334
1954,2072,,Menominee Site 14 [Webb unpublished],-88.58,44.91,-11.2,-9.3,-2.5,5.7,12.4,17.4,20.3,18.6,13.7,7.8,0.2,-7.7,29,26,49,66,83,90,89,94,95,62,53,39,48.9,53.2,52.9,55,61.3,63.9,66.7,63.5,53.7,45.9,35.8,38.9,5.45,39.8,-36.7,2912.1,1829,167,-11.2,20.3,0.7811,586.3837,750.7319,0.779,554.14,711.3304,0.7657,489.8566,639.7089,180.795,775,0.0374,0.1148,5.2,18.76666666666667,7.233333333333333,-6.233333333333333,66,91,70,40.333333333333336,56.4,64.7,45.133333333333326,41.2
1955,2073,,Menominee Site 45 [Webb unpublished],-88.57,45.05,-11.4,-9.5,-2.7,5.5,12.1,17.1,20.1,18.3,13.5,7.6,0,-7.9,28,25,48,65,83,91,90,95,96,62,53,38,48.3,52.7,52.7,55.1,61.1,63.6,66.7,63.2,53.4,45.6,35.4,38.4,5.225,39.8,-37,2856,1780.5,169,-11.4,20.1,0.7833,581.6555,742.6059,0.7827,550.4906,703.313,0.7714,486.7379,630.9649,179.6186,774,0.0362,0.1163,4.966666666666666,18.5,7.033333333333334,-6.433333333333334,65.33333333333333,92,70.33333333333333,39.666666666666664,56.3,64.5,44.8,40.7
1956,2074,,Menominee Site 22 [Webb unpublished],-88.7,45.09,-12.2,-10.2,-3.2,5.2,12,16.9,19.8,18,13,7.1,-0.6,-8.7,25,23,47,66,86,95,94,100,100,63,51,36,48.9,53.4,53,55.4,61,63.1,66.5,63.1,53.3,46.2,36,39,4.758333333333333,40.2,-38.2,2777.9,1720.1,172,-12.2,19.8,0.8107,594.2208,733.0099,0.8161,566.5736,694.2252,0.8043,500.1148,621.774,177.2862,786,0.0318,0.1196,4.666666666666667,18.233333333333334,6.5,-7.166666666666667,66.33333333333333,96.33333333333333,71.33333333333333,37.333333333333336,56.46666666666667,64.23333333333333,45.166666666666664,41.3
1957,2075,,Menominee Site 46 [Webb unpublished],-88.64,44.98,-11.5,-9.6,-2.7,5.5,12.2,17.2,20.1,18.3,13.5,7.6,0,-8,28,25,48,66,84,92,90,96,97,63,53,38,48.7,53.1,52.8,55.1,61.1,63.6,66.7,63.3,53.5,45.9,35.7,38.8,5.216666666666666,39.9,-37,2862.1,1786.6,169,-11.5,20.1,0.7844,583.4138,743.7376,0.7851,553.277,704.7376,0.7733,488.8286,632.1636,179.8076,780,0.0359,0.1154,5,18.53333333333333,7.033333333333334,-6.5,66,92.66666666666667,71,39.666666666666664,56.333333333333336,64.53333333333335,45.03333333333334,41.06666666666667
1958,2076,,Menominee Site 47 [Webb unpublished],-88.8,45,-12.2,-10.2,-3.1,5.3,12,16.9,19.8,18,13,7.2,-0.5,-8.7,25,23,47,67,86,95,94,100,101,64,51,36,49.2,53.7,53.1,55.3,60.9,63.3,66.4,63.1,53.4,46.5,36.2,39.2,4.791666666666667,40.2,-38,2785.7,1724.1,171,-12.2,19.8,0.8026,589.688,734.7053,0.8077,561.8092,695.5784,0.7939,496.0417,624.7974,176.1407,789,0.0317,0.1191,4.733333333333333,18.233333333333334,6.566666666666666,-7.133333333333333,66.66666666666667,96.33333333333333,72,37.333333333333336,56.43333333333334,64.26666666666667,45.366666666666674,41.53333333333334
1959,2077,,Menominee Site 48 [Webb unpublished],-88.62,44.89,-11.3,-9.4,-2.5,5.7,12.4,17.4,20.3,18.6,13.7,7.8,0.2,-7.8,28,25,49,66,83,91,90,95,96,62,53,38,49.1,53.4,53,55.1,61.2,63.9,66.7,63.5,53.7,46.2,36,39.1,5.425,39.9,-36.9,2912.1,1829,167,-11.3,20.3,0.7698,577.7926,750.5947,0.7682,546.6695,711.6052,0.7531,481.9079,639.8647,177.8017,776,0.0361,0.116,5.2,18.76666666666667,7.233333333333333,-6.3,66,92,70.33333333333333,39.666666666666664,56.43333333333334,64.7,45.3,41.4
1960,2078,,Menominee Site 39 [Webb unpublished],-88.96,45.06,-12.6,-10.4,-3.4,5.1,11.8,16.7,19.6,17.8,12.7,6.9,-0.9,-9.1,24,22,46,68,88,97,96,104,104,64,51,35,49.3,54,53.2,55.4,60.7,62.8,66.1,62.8,53.2,46.7,36.3,39.4,4.516666666666668,40.5,-38.9,2730.6,1680.1,173,-12.6,19.6,0.8223,598.524,727.8992,0.8296,570.772,687.9985,0.8179,504.4022,616.7245,176.6515,799,0.03,0.1202,4.5,18.03333333333333,6.233333333333334,-7.533333333333334,67.33333333333333,99,73,36.666666666666664,56.43333333333334,63.9,45.4,41.666666666666664
1961,2079,,Menominee Site 49 [Webb unpublished],-88.52,44.95,-11.3,-9.3,-2.5,5.7,12.4,17.4,20.3,18.5,13.7,7.8,0.1,-7.8,28,25,48,65,83,92,90,94,95,61,53,38,48.8,53.1,53,55.2,61.3,63.8,66.8,63.5,53.7,46,35.9,39,5.416666666666665,39.9,-37,2907.5,1825.8,168,-11.3,20.3,0.8426,631.8825,749.9348,0.8446,600.424,710.9155,0.8383,535.2421,638.4724,177.3563,772,0.0363,0.1166,5.2,18.733333333333334,7.2,-6.333333333333333,65.33333333333333,92,69.66666666666667,39.666666666666664,56.5,64.7,45.2,41.233333333333334
1962,2080,,Menominee Site 50 [Webb unpublished],-88.84,45.08,-12.6,-10.4,-3.4,5.1,11.9,16.7,19.6,17.8,12.7,6.9,-0.9,-9.1,24,22,46,67,88,97,95,103,102,64,51,35,49.2,53.8,53.2,55.4,60.8,62.9,66.2,62.9,53.2,46.6,36.3,39.3,4.525,40.4,-38.7,2733.6,1683.2,173,-12.6,19.6,0.8156,593.9887,728.3134,0.8225,566.2841,688.4913,0.8101,500.0653,617.2664,176.4711,794,0.0302,0.1196,4.533333333333333,18.03333333333333,6.233333333333334,-7.533333333333334,67,98.33333333333333,72.33333333333333,36.666666666666664,56.46666666666666,64,45.366666666666674,41.6
1963,2081,,Menominee Site 51 [Webb unpublished],-88.88,45.11,-12.3,-10.3,-3.4,5,11.7,16.6,19.6,17.8,12.7,6.9,-0.7,-8.8,25,23,47,67,87,95,93,102,102,65,52,36,48.7,53.4,52.8,55.2,60.7,62.8,66.1,62.7,52.9,46.1,35.7,38.7,4.566666666666667,40.3,-38.5,2724.1,1672.6,174,-12.3,19.6,0.8533,619.5436,726.0935,0.8615,591.4929,686.5496,0.8555,524.4481,613.0388,180.6113,794,0.0315,0.1171,4.433333333333333,18,6.3,-7.266666666666667,67,96.66666666666667,73,37.666666666666664,56.23333333333333,63.86666666666665,44.9,41.03333333333334
1964,2082,,Menominee Site 52 [Webb unpublished],-88.92,45.05,-12.8,-10.6,-3.4,5.1,11.9,16.7,19.6,17.8,12.6,6.8,-1,-9.3,23,22,46,68,89,98,97,105,104,64,50,34,49.6,54.2,53.4,55.5,60.8,62.8,66.1,62.9,53.4,47,36.6,39.7,4.45,40.5,-39.1,2726.4,1677.8,174,-12.8,19.6,0.8241,599.946,727.9702,0.8323,573.0311,688.5165,0.8196,505.0564,616.2205,172.975,800,0.0288,0.1213,4.533333333333333,18.03333333333333,6.133333333333333,-7.7,67.66666666666667,100,72.66666666666667,35.666666666666664,56.56666666666666,63.93333333333333,45.666666666666664,41.96666666666667
1965,2083,,Menominee Site 53 [Webb unpublished],-88.93,44.98,-12.3,-10.3,-3.2,5.2,11.9,16.8,19.7,17.9,12.9,7.1,-0.5,-8.7,25,23,47,68,87,95,94,102,103,64,52,36,49.3,53.8,53,55.2,60.8,63.1,66.2,63,53.3,46.6,36.2,39.3,4.708333333333332,40.3,-38.2,2763.9,1704.9,172,-12.3,19.7,0.8229,602.4207,732.0698,0.8296,575.1143,693.2753,0.8179,507.5272,620.5265,177.9152,796,0.0314,0.1181,4.633333333333334,18.133333333333333,6.5,-7.166666666666667,67.33333333333333,97,73,37.666666666666664,56.333333333333336,64.1,45.366666666666674,41.6
1966,2084,,Menominee Site 54 [Webb unpublished],-88.78,45.09,-12.4,-10.3,-3.3,5.1,11.9,16.8,19.7,17.9,12.8,7,-0.7,-8.9,25,23,46,67,87,96,94,101,101,64,51,35,49,53.6,53,55.4,60.9,63,66.3,63,53.2,46.3,36,39.1,4.633333333333332,40.3,-38.4,2751.9,1697.8,173,-12.4,19.7,0.8092,590.6705,729.9782,0.8155,563.7842,691.3702,0.8014,495.7347,618.6161,177.02,790,0.0316,0.119,4.566666666666666,18.133333333333333,6.366666666666667,-7.333333333333333,66.66666666666667,97,72,37,56.43333333333334,64.1,45.166666666666664,41.36666666666667
1967,2085,,Menominee Site 55 [Webb unpublished],-88.5,45.1,-11.1,-9.3,-2.7,5.4,12.1,17.1,20.1,18.4,13.6,7.7,0.2,-7.7,29,25,48,65,82,90,88,93,95,62,53,39,47.7,52.1,52.4,55.1,61.1,63.6,66.8,63.2,53.2,45.2,34.9,37.9,5.316666666666667,39.7,-36.6,2865.3,1787.7,169,-11.1,20.1,0.7836,582.1954,743.0217,0.7816,550.5934,704.4128,0.7683,484.7839,630.9509,180.6341,769,0.0377,0.1144,4.933333333333334,18.533333333333335,7.166666666666667,-6.2,65,90.33333333333333,70,40.333333333333336,56.2,64.53333333333335,44.43333333333334,40.166666666666664
1968,2086,,Menominee Site 56 [Webb unpublished],-88.56,44.89,-11.1,-9.2,-2.4,5.8,12.4,17.4,20.4,18.6,13.8,7.9,0.3,-7.6,29,26,49,66,82,90,89,93,95,61,54,39,48.9,53.2,52.9,55,61.3,63.9,66.8,63.5,53.7,45.9,35.8,39,5.525,39.9,-36.7,2926.6,1839.7,167,-11.1,20.4,0.7723,581.1492,752.4667,0.7694,549.0262,713.6097,0.7575,485.3244,640.66010000000006,180.0436,773,0.0375,0.1151,5.266666666666667,18.8,7.333333333333335,-6.133333333333333,65.66666666666667,90.66666666666667,70,40.666666666666664,56.4,64.73333333333333,45.133333333333326,41.23333333333333
1969,2087,,Menominee Site 57 [Webb unpublished],-88.75,45.06,-12.1,-10.1,-3.1,5.2,11.9,16.8,19.8,18,13,7.2,-0.5,-8.6,26,24,47,67,86,94,93,99,100,64,52,37,48.8,53.4,52.9,55.2,60.9,63.2,66.4,63,53.2,46.1,35.9,38.9,4.791666666666666,40.1,-37.9,2776.7,1716.4,172,-12.1,19.8,0.8049,589.8224,732.7861,0.8098,561.7692,693.7404,0.7983,495.8511,621.1196,180.2562,789,0.033,0.1179,4.666666666666667,18.2,6.566666666666666,-7.066666666666666,66.66666666666667,95.33333333333333,72,38.333333333333336,56.333333333333336,64.2,45.06666666666667,41.2
1970,2088,,Menominee Site 58 [Webb unpublished],-88.52,45.04,-11.3,-9.4,-2.7,5.5,12.2,17.2,20.1,18.4,13.6,7.7,0.1,-7.9,28,25,48,65,83,91,90,94,95,62,53,38,48.3,52.7,52.7,55.2,61.2,63.7,66.8,63.3,53.4,45.6,35.4,38.5,5.291666666666666,39.8,-36.9,2872.8,1795.3,169,-11.3,20.1,0.7762,577.9897,744.6765,0.7748,547.0455,706.0273,0.7623,482.222,632.5614,178.9144,772,0.0363,0.1166,5,18.566666666666666,7.133333333333334,-6.366666666666667,65.33333333333333,91.66666666666667,70,39.666666666666664,56.366666666666674,64.6,44.8,40.733333333333334
1971,2089,,Menominee Site 59 [Webb unpublished],-88.6,44.95,-11.7,-9.7,-2.7,5.6,12.3,17.3,20.2,18.4,13.5,7.6,-0.1,-8.2,27,24,48,66,85,93,92,96,97,62,52,37,49.2,53.5,53.2,55.3,61.3,63.7,66.7,63.4,53.7,46.4,36.2,39.3,5.208333333333333,40,-37.3,2875.8,1800.4,168,-11.7,20.2,0.7845,585.1516,745.8854,0.786,555.605,706.8408,0.7723,491.5178,636.4728,176.2701,779,0.0347,0.1181,5.066666666666666,18.633333333333333,7,-6.666666666666667,66.33333333333333,93.66666666666667,70.33333333333333,38.666666666666664,56.6,64.6,45.43333333333334,41.56666666666667
1972,2090,,Menominee Site 60 [Webb unpublished],-88.55,45.01,-11.2,-9.3,-2.6,5.6,12.2,17.2,20.2,18.5,13.6,7.8,0.2,-7.7,29,26,48,65,82,90,89,94,95,62,54,39,48.2,52.6,52.6,55,61.2,63.7,66.8,63.3,53.4,45.5,35.3,38.4,5.375,39.8,-36.7,2887.2,1805.8,167,-11.2,20.2,0.7741,577.8329,746.4541,0.7716,545.9379,707.4968,0.7571,481.8441,636.4617,181.157,773,0.0375,0.1151,5.066666666666666,18.633333333333333,7.2,-6.233333333333333,65,91,70.33333333333333,40.666666666666664,56.26666666666667,64.6,44.73333333333333,40.63333333333333
1973,2091,,Menominee Site 61 [Webb unpublished],-88.75,45.07,-12.1,-10.2,-3.2,5.1,11.9,16.8,19.7,17.9,12.9,7.1,-0.5,-8.6,25,23,47,67,86,94,93,100,100,64,52,36,48.8,53.4,52.9,55.3,60.9,63.1,66.4,63,53.2,46.1,35.9,38.9,4.7333333333333325,40.1,-38,2761.1,1703.3,172,-12.1,19.7,0.8039,587.9509,731.3857,0.8087,560.015,692.467,0.7898,489.7253,620.073,178.1317,787,0.0318,0.1182,4.6,18.133333333333333,6.5,-7.066666666666666,66.66666666666667,95.66666666666667,72,37.666666666666664,56.36666666666667,64.16666666666667,45.06666666666667,41.2
1974,2092,,Menominee Site 62 [Webb unpublished],-88.89,45.04,-12.5,-10.4,-3.3,5.1,11.9,16.7,19.7,17.9,12.8,7,-0.7,-8.9,24,23,46,68,87,96,95,102,103,64,51,35,49.3,53.8,53.1,55.3,60.8,63,66.2,62.9,53.3,46.6,36.2,39.3,4.6083333333333325,40.3,-38.5,2748.8,1694.8,173,-12.5,19.7,0.8147,594.7357,730.0151,0.8213,567.796,691.2995,0.8094,500.5322,618.3943,176.2462,794,0.0302,0.1196,4.566666666666666,18.1,6.366666666666667,-7.366666666666667,67,97.66666666666667,72.66666666666667,36.666666666666664,56.4,64.03333333333333,45.366666666666674,41.6
1975,2093,,Menominee Site 63 [Webb unpublished],-88.51,45.03,-11.2,-9.3,-2.6,5.5,12.2,17.2,20.2,18.5,13.6,7.8,0.1,-7.8,29,25,48,65,83,91,89,94,95,62,53,39,48.3,52.6,52.7,55.1,61.2,63.7,66.8,63.3,53.5,45.6,35.4,38.4,5.35,39.8,-36.8,2882.7,1803.9,169,-11.2,20.2,0.7821,583.5452,746.1061,0.7801,551.7162,707.2375,0.7696,487.3911,633.2858,180.3815,773,0.0375,0.1151,5.033333333333333,18.633333333333333,7.166666666666667,-6.3,65.33333333333333,91.33333333333333,70,40.333333333333336,56.333333333333336,64.6,44.833333333333336,40.7
1976,2094,,Menominee Site 2 [Webb unpublished],-88.52,44.88,-11,-9.1,-2.4,5.8,12.5,17.5,20.4,18.7,13.9,8,0.4,-7.6,29,26,49,66,82,90,89,93,94,61,54,39,49,53.2,52.9,55,61.3,64,66.8,63.5,53.7,45.9,35.8,39,5.591666666666669,39.9,-36.8,2943.5,1854.6,167,-11,20.4,0.7701,580.8906,754.2591,0.7664,548.2102,715.3297,0.7548,484.5557,641.9386,179.3339,772,0.0376,0.1153,5.3,18.866666666666664,7.433333333333333,-6.066666666666666,65.66666666666667,90.66666666666667,69.66666666666667,40.666666666666664,56.4,64.76666666666667,45.133333333333326,41.266666666666666
1977,2095,,Menominee Site 2 [Webb unpublished],-88.52,44.88,-11,-9.1,-2.4,5.8,12.5,17.5,20.4,18.7,13.9,8,0.4,-7.6,29,26,49,66,82,90,89,93,94,61,54,39,49,53.2,52.9,55,61.3,64,66.8,63.5,53.7,45.9,35.8,39,5.591666666666669,39.9,-36.8,2943.5,1854.6,167,-11,20.4,0.7701,580.8906,754.2591,0.7664,548.2102,715.3297,0.7548,484.5557,641.9386,179.3339,772,0.0376,0.1153,5.3,18.866666666666664,7.433333333333333,-6.066666666666666,65.66666666666667,90.66666666666667,69.66666666666667,40.666666666666664,56.4,64.76666666666667,45.133333333333326,41.266666666666666
1978,2096,,Linton,-91.28,43.15,-9.2,-6.1,0.9,8.8,15.4,20.3,22.7,21.3,16.7,10.5,2.2,-6,23,26,50,82,95,102,101,105,87,59,49,33,54.1,65.1,59.5,59.4,65.2,66,68.1,67.5,59.1,59.5,44.5,45,8.125,40.4,-37.3,3597.7,2412.8,147,-9.2,22.7,0.8101,696.3984,859.6337,0.8025,661.1439,823.8423,0.803,602.6382,750.5223,132.4394,812,0.0283,0.1244,8.366666666666667,21.433333333333334,9.8,-4.333333333333333,75.66666666666667,102.66666666666667,65,35,61.366666666666674,67.2,54.36666666666667,47.86666666666667
1979,2097,,Cox Creek,-91.38,42.8,-9.3,-6.1,1,8.8,15.4,20.4,22.8,21.2,16.6,10.4,2,-6.2,23,27,54,83,102,108,104,109,91,61,49,33,54.4,65.2,60,60,65.9,66.9,69,68.5,60.7,61,45.8,45.9,8.083333333333334,40.5,-36.5,3592,2409.1,147,-9.3,22.8,0.8222,715.1899,869.8441,0.816,679.655,832.9405,0.8219,623.6091,758.73,136.2667,844,0.0273,0.1232,8.4,21.46666666666667,9.666666666666666,-4.5,79.66666666666667,107,67,35,61.96666666666667,68.13333333333334,55.833333333333336,48.7
1980,2098,,Elk,-91.28,42.55,-8.9,-5.8,1.2,8.9,15.4,20.3,22.7,21.3,16.8,10.6,2.3,-5.8,26,28,58,86,100,107,102,111,96,63,54,39,53.6,64.8,59.5,59.7,66.4,67.3,68.8,68.8,60.9,61.1,45.9,45.8,8.25,40.1,-34.9,3615.2,2423.2,145,-8.9,22.7,0.8701,761.6694,875.3796,0.8646,726.3622,840.0724,0.8634,660.497,765.0326,147.0993,870,0.0299,0.1172,8.5,21.433333333333334,9.9,-4.133333333333334,81.33333333333333,106.66666666666667,71,39.666666666666664,61.866666666666674,68.3,55.96666666666667,48.43333333333333
1981,2099,,Concord,-90.95,42.58,-8.9,-5.9,1.1,8.8,15.1,20.2,22.6,21.3,16.8,10.5,2.4,-5.6,27,29,61,86,99,105,100,112,101,65,60,41,53.2,65.9,60,60.1,68,68.2,69,69.8,61.2,61.5,46.3,46.2,8.2,39.4,-34.5,3594.3,2402.7,146,-8.9,22.6,0.8608,755.9257,878.1539,0.8548,719.6427,841.8709,0.8515,651.8384,765.535,155.2709,886,0.0305,0.1129,8.333333333333334,21.366666666666664,9.9,-4.033333333333333,82,105.66666666666667,75.33333333333333,42.666666666666664,62.7,69,56.333333333333336,48.56666666666666
1982,2100,,Wardsg28,-89.93,42.3,-8.2,-5.6,1.2,8.2,14.4,19.3,21.7,20.3,15.9,9.7,2.5,-5.1,36,33,63,90,98,111,103,105,95,69,66,52,50.4,57.2,54.1,55.3,62.7,66.4,67.3,66.3,59.7,57.1,42.3,42.1,7.858333333333334,40,-32.4,3422.2,2230.1,148,-8.2,21.7,0.8585,724.9778,844.4333,0.8525,690.5138,809.9694,0.8457,618.6995,731.6171,181.0713,921,0.0391,0.1118,7.933333333333333,20.433333333333334,9.366666666666667,-3.6,83.66666666666667,106.33333333333333,76.66666666666667,51.333333333333336,57.366666666666674,66.66666666666667,53.03333333333334,44.93333333333334
1983,2101,,Woodbn25,-90.12,42.3,-8,-5.3,1.4,8.5,14.6,19.6,21.9,20.6,16.2,10.1,2.8,-4.9,36,33,64,89,97,109,101,106,96,68,65,52,50.7,58.9,55,56.2,63.9,66.9,67.7,67.1,60.1,57.9,43.1,42.9,8.125,39.8,-32,3495.1,2292,146,-8,21.9,0.8546,731.0043,855.4224,0.8486,697.1257,821.5437,0.8398,624.3232,743.438,176.7393,916,0.0393,0.1103,8.166666666666666,20.7,9.7,-3.366666666666667,83.33333333333333,105.33333333333333,76.33333333333333,51,58.36666666666667,67.23333333333333,53.7,45.56666666666666
1984,2102,,Hanover,-90.28,42.27,-8.2,-5.3,1.6,8.9,15.1,20,22.4,21,16.6,10.4,2.8,-5.1,33,31,63,88,99,111,102,110,98,67,61,48,51.6,60.6,56.5,57.6,65.1,67.3,68.3,68.2,61,59.4,44.4,44,8.35,40,-32.6,3587.6,2379.7,143,-8.2,22.4,0.8901,774.3657,869.9854,0.8857,740.7538,836.3735,0.8841,673.1204,761.3687,164.382,911,0.0362,0.112,8.533333333333333,21.133333333333333,9.933333333333334,-3.5,83.33333333333333,107.66666666666667,75.33333333333333,47.333333333333336,59.73333333333333,67.93333333333334,54.93333333333334,46.666666666666664
1985,2103,,Derinda,-90.08,42.27,-7.9,-5.3,1.5,8.5,14.5,19.5,21.8,20.5,16.2,10,2.7,-4.8,37,33,64,90,98,109,101,105,94,68,67,53,50.6,58.3,54.6,55.8,63.5,66.7,67.5,66.8,60,57.7,42.8,42.6,8.1,39.9,-31.8,3479.6,2276.6,146,-7.9,21.8,0.858,731.6606,852.7903,0.8522,698.5712,819.7009,0.8458,626.546,740.8104,179.2464,919,0.0403,0.1099,8.166666666666666,20.6,9.633333333333333,-3.3333333333333335,84,105,76.33333333333333,52.333333333333336,57.96666666666667,67,53.5,45.333333333333336
1986,2104,,Woodbn24,-90.1,42.32,-8,-5.4,1.4,8.5,14.5,19.5,21.9,20.5,16.2,10,2.7,-4.9,36,33,63,88,96,109,101,105,96,68,65,52,50.7,58.8,55,56,63.8,66.8,67.6,67,60,57.8,42.9,42.8,8.075,39.8,-32,3480.4,2279.3,146,-8,21.9,0.852,726.9857,853.3024,0.8459,693.2288,819.5455,0.8366,620.4355,741.6586,177.0057,912,0.0395,0.1107,8.133333333333333,20.633333333333333,9.633333333333333,-3.4,82.33333333333333,105,76.33333333333333,51,58.26666666666667,67.13333333333333,53.56666666666666,45.46666666666666
1987,2105,,Wardsg17,-89.93,42.32,-8.3,-5.7,1.2,8.2,14.3,19.3,21.7,20.3,15.9,9.7,2.5,-5.1,36,33,63,89,97,111,103,105,95,69,65,51,50.4,57.3,54.1,55.3,62.7,66.4,67.3,66.3,59.7,57,42.3,42.2,7.833333333333335,40,-32.5,3419.1,2227.1,148,-8.3,21.7,0.8686,732.8531,843.7449,0.863,698.5475,809.4392,0.856,625.8663,731.1701,179.7326,917,0.0393,0.1123,7.9,20.433333333333334,9.366666666666667,-3.6333333333333333,83,106.33333333333333,76.33333333333333,50.666666666666664,57.366666666666674,66.66666666666667,53,44.96666666666667
1988,2106,,Woodbn07,-90.12,42.33,-8.4,-5.6,1.3,8.5,14.7,19.6,22,20.6,16.1,9.9,2.5,-5.3,33,31,62,88,98,112,104,108,97,67,62,48,51.2,59.3,55.5,56.7,64.2,66.9,67.8,67.3,60.4,58.4,43.5,43.3,7.991666666666668,40,-32.5,3481.9,2286.9,147,-8.4,22,0.8378,716.8542,855.6827,0.8308,681.8525,820.6811,0.8218,611.1339,743.6897,169.2108,910,0.0363,0.1143,8.166666666666666,20.733333333333334,9.5,-3.733333333333333,82.66666666666667,108,75.33333333333333,47.666666666666664,58.8,67.33333333333333,54.1,46
1989,2107,,Blanch Road,-89.87,42.77,-9.3,-6.5,0.5,7.8,14.2,19.3,21.8,20.3,15.6,9.5,1.8,-6.1,28,28,55,83,87,111,107,105,96,63,55,41,51.1,57.8,54.8,55.5,62.6,65.8,67.1,65.9,59.1,56,41.9,42.4,7.408333333333332,39.7,-34.3,3361.6,2196.3,152,-9.3,21.8,0.9019,749.9249,831.4777,0.8973,712.9167,794.4695,0.8989,645.84760000000006,718.4934,159.1265,859,0.0326,0.1246,7.5,20.46666666666667,8.966666666666667,-4.533333333333334,75,107.66666666666667,71.33333333333333,41.333333333333336,57.63333333333333,66.26666666666667,52.333333333333336,45.13333333333333
1990,2108,,Coon,-90.92,43.65,-10.6,-7.5,-0.4,7.7,14.2,19,21.6,20,15.2,9.2,1,-7.5,19,21,42,79,89,101,110,107,99,57,42,28,54.2,64.4,58.8,58.5,63.8,64.6,67.2,66,57.2,57.7,43.1,44.4,6.825,40.4,-39.3,3282.4,2143.6,156,-10.6,21.6,0.8246,674.5384,818.0333,0.8206,639.181,778.9398,0.8186,576.7936,704.6516,124.8594,794,0.0239,0.1385,7.166666666666667,20.2,8.466666666666667,-5.7,70,106,66,29.666666666666668,60.36666666666667,65.93333333333334,52.666666666666664,47.23333333333333
1991,2109,,Liberty,-90.78,43.52,-9.8,-6.8,0.1,7.9,14.2,19.1,21.7,20.3,15.6,9.6,1.7,-6.6,22,23,44,80,85,96,104,104,98,58,47,32,52.9,63.3,57.8,57.7,64.1,65.1,67.2,66.2,57.2,56.9,42.4,43.5,7.25,40.1,-37.8,3349.5,2191,152,-9.8,21.7,0.8882,733.0503,825.3119,0.883,696.1945,788.4521,0.8868,633.9689,714.8823,131.3102,793,0.0277,0.1311,7.4,20.366666666666664,8.966666666666667,-4.9,69.66666666666667,101.33333333333333,67.66666666666667,33.666666666666664,59.86666666666667,66.16666666666667,52.166666666666664,46.26666666666667
1992,2110,,Clinton,-90.73,43.68,-10,-7.1,-0.2,7.7,13.9,18.8,21.5,20,15.3,9.4,1.4,-6.8,23,23,45,79,85,96,104,104,100,59,47,33,52.7,62.6,57.3,57.3,63.5,64.6,66.8,65.5,56.6,55.9,41.6,43,6.991666666666667,40.2,-38.3,3283.9,2135.7,154,-10,21.5,0.8458,688.5759,814.1355,0.8388,651.7274,776.954,0.8341,586.6058,703.2935,137.3709,798,0.0288,0.1303,7.133333333333333,20.1,8.7,-5.133333333333334,69.66666666666667,101.33333333333333,68.66666666666667,34.333333333333336,59.36666666666667,65.63333333333333,51.36666666666667,45.76666666666667
